1,2,3,4,5
-2.210338361486761,1.12264432282887,-0.26005794219809686,1.5953568380871233,1.4293883117878805
-2.429288398738195,1.1829542724091897,-0.37257773843111364,1.6907286053131156,0.09105613383019096
-2.617217672311966,1.194114908002805,-0.4599444906147707,1.770758855523604,1.3014472426182158
-2.800319973937011,1.160047118808934,-0.5180282983100061,1.8055141345480774,0.14971138090952918
-2.9562432560856577,1.0998106514492445,-0.5531042343857766,1.7975684824914,1.1904827982658353
-3.087834272537646,1.0234839537718075,0.9231860606124749,0.6236018156010832,-0.7723323454682742
-3.19780556279438,0.9596938224584803,-0.6236668364430498,1.7007971547165373,1.059823160230638
-3.2869491650511167,0.9099506384688134,-0.681025549997678,1.6178839324664653,1.0036058234357133
-3.332211433314267,0.8694505156619327,-0.745722164666901,1.5220138784203971,0.9479433496592097
-3.341221039436862,0.8426402663185599,-0.7974575794939911,1.4189954680734604,2.3320690484775297
-3.3160640155716847,0.8196737323727497,-0.8130525884020144,1.313454504532719,0.7953978805604993
-3.2750413656109156,0.8064358883652777,-0.7696092584182541,1.2010283103313917,0.683133554970332
-3.2308495220931737,0.8061746720163738,-0.6551979279650096,1.091712048877961,0.5532898792893058
-3.187980058304474,0.8269492234065002,-0.46822662237334545,0.9873714505626335,0.4237461083114287
-3.1353004562855715,0.8655023277124986,-0.22863656981589295,-1.0163330901583159,0.31374974778234893
-3.0665228886632714,0.9057493514630085,0.02935304738276644,0.8215242592741204,0.23598330368418335
-2.9732096975928157,0.9277207593160602,0.26230209550933087,2.1287684271671594,0.1751907219025184
-2.8516535504156235,0.9200883588945178,0.4301640578851467,0.7196129602879744,0.12543708598333794
-2.7079047239238907,0.8841591328002469,0.5101224213022066,0.7093181407386813,0.06737051930419567
-2.542802914925635,0.8279783306774374,0.4921255640691261,0.7383566761376291,0.006398725446094073
-2.3683786298818768,0.7727067923764809,-1.2855967360511116,0.8037785669720214,-0.063795281663386
-2.189531179236983,0.7121090216265569,0.21467368040315457,2.5438571308060682,-0.12957319780188295
-2.0138361391489323,0.6487552440276332,0.008544613131778485,1.0034492815719884,-0.18004802515023607
-1.8396175287113483,2.108685618288942,-0.21345875728683048,2.3111353406394928,-0.20770318899315207
-1.666444342866384,0.4577475264964976,-0.420463181576797,1.17113123276625,-0.21479408590167237
-1.4903313130789837,0.32991081876509715,-0.5980340908970705,1.2308518529139711,-0.20918273828358033
-1.3172804666007734,0.2083590252928511,-0.7288210108517362,1.2874302153862498,-0.2121046774328267
-1.1261031372244643,0.12405306709068081,-0.8006657558706071,1.335132232153141,-0.23525360748462765
-0.9099275235716122,0.12315570601073882,-0.8089960286338006,1.3661980902178135,-0.285355715706072
-0.6553338512779577,0.23116532162777506,-0.7428028308016749,1.353152048026923,-0.35097140264743815
-1.9306519456182927,0.45510809350636444,-0.6111298834382655,1.2850450879209205,-0.4227333476427277
-0.045194966258675966,0.7606883210199381,-0.4260519112393975,1.1656286476534519,-0.4822030283301851
0.2685580682612129,2.7372647608908913,-0.22480498699529788,1.0261960360212181,-0.5139908111385523
0.5523650782151012,1.3918869955112247,-0.04584882479421154,0.8803380530269587,-0.5176659324262181
-0.5324775065187676,1.6198368975144808,0.07265449330171027,0.7487730383770823,-0.5078750729232684
0.9787839857732021,1.7602340566570112,-1.3132571629264862,0.6303127611799855,-0.497832038080889
1.1387393253832474,1.8232578123997225,0.12226675227942385,0.5166908218192565,-0.5049785106661102
1.2665924729446019,1.8323852779365526,0.08619074436932803,0.4135392439316255,-0.5258031312723943
1.367441161729448,3.227114926291862,0.04015377644600522,0.32832911300938683,-0.5481744282657169
